ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global","Attribute 7 name","Attribute 7 value(s)","Attribute 7 visible","Attribute 7 global","Attribute 8 name","Attribute 8 value(s)","Attribute 8 visible","Attribute 8 global","Attribute 9 name","Attribute 9 value(s)","Attribute 9 visible","Attribute 9 global","Attribute 10 name","Attribute 10 value(s)","Attribute 10 visible","Attribute 10 global","Attribute 11 name","Attribute 11 value(s)","Attribute 11 visible","Attribute 11 global","Attribute 12 name","Attribute 12 value(s)","Attribute 12 visible","Attribute 12 global","Attribute 13 name","Attribute 13 value(s)","Attribute 13 visible","Attribute 13 global","Attribute 14 name","Attribute 14 value(s)","Attribute 14 visible","Attribute 14 global","Attribute 15 name","Attribute 15 value(s)","Attribute 15 visible","Attribute 15 global","Attribute 16 name","Attribute 16 value(s)","Attribute 16 visible","Attribute 16 global","Attribute 17 name","Attribute 17 value(s)","Attribute 17 visible","Attribute 17 global","Attribute 18 name","Attribute 18 value(s)","Attribute 18 visible","Attribute 18 global","Attribute 19 name","Attribute 19 value(s)","Attribute 19 visible","Attribute 19 global"
701,simple,B1001,,"Used Barrel - Hardwood 14&quot; x 20&quot; Poly Plating Barrels-Barrels",1,0,visible,,"Used Barrel - Hardwood 14&quot; x 20&quot; Poly Plating Barrels",,,taxable,,0,0,,0,0,9999,,,,0,,,749,Barrels,,,https://lanco-corp.com/wp-content/uploads/2021/05/B1001-1.jpg,,,,,,,,,3958,,inventory,B1001,1,1,Manufacturer,"Hardwood Plating Barrel",1,1,"New / Used",Used,1,1,weight,9999,1,1,Type,Poly,1,1,"Inside Dimentions","14"" x 36""",1,1,perf,"1/8""",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,simple,B1009,,"Used Barrel - Jessup Style 22&quot; x 45&quot; Poly Plating Barrel-Barrels",1,0,visible,"Single Doors: 8&quot; x 45&quot;Overall width: 5&quot; (including 2&quot; Gear) 1 w/out door","Used Barrel - Jessup Style 22&quot; x 45&quot; Poly Plating Barrel",,,taxable,,0,0,,0,0,0,,,,1,,,749,Barrels,,,"https://lanco-corp.com/wp-content/uploads/2021/03/B1009.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/B1009A.jpg",,,,,,,,,3959,,inventory,B1009,1,1,Manufacturer,"Jessup Style Poly Barrel",1,1,"New / Used",Used,1,1,weight,0,1,1,Type,Poly,1,1,"Inside Dimentions","22"" x 45""",1,1,perf,"3/16""",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,simple,B2033,,"Used Barrel - Plating Barrel Door Clamp B2033-Barrels",1,0,visible,"Titanium.  1.5&quot; x 16&quot;.  12.75&quot; inside clamp point.","Used Barrel - Plating Barrel Door Clamp B2033",,,taxable,,0,0,,0,0,3,,,,1,,,15,Barrels,,,"https://lanco-corp.com/wp-content/uploads/2021/03/B2033.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/B2033A.jpg",,,,,,,,,3960,,inventory,B2033,1,1,"New / Used",Used,1,1,weight,3,1,1,Type,"Barrel Clamp",1,1,"Inside Dimentions",NA,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,simple,B2034,,"Plating Barrel Door Clamp B2034",1,0,visible,"Titanium.  2"" x 18.5"".  16"" inside clamp point.","<p>Plating Barrel Door Clamp B2034</p>",,,taxable,,0,0,,0,0,3,,,,0,,,11,Barrels,,,"https://lanco-corp.com/wp-content/uploads/2021/03/B2034.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/B2034A.jpg",,,,,,,,,3961,,inventory,B2034,1,1,"New / Used",Used,1,1,weight,3,1,1,Type,"Barrel Clamp",1,1,"Inside Dimentions",NA,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,simple,B2039,,"Plating Barrel Door Clamp B2039",1,0,visible,"Titanium coating, some is coming off.  1.5"" x 17.75"", 15"" inside clamp point.","<p>Plating Barrel Door Clamp B2039</p>",,,taxable,,0,0,,0,0,3,,,,0,,,9,Barrels,,,"https://lanco-corp.com/wp-content/uploads/2021/03/B2039.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/B2039A.jpg",,,,,,,,,3963,,inventory,B2039,1,1,"New / Used",Used,1,1,weight,3,1,1,Type,"Barrel Clamp",1,1,"Inside Dimentions",NA,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,simple,B2040,,"Plating Barrel Door Clamp B2040",1,0,visible,"Stainless steel/poly.  2.5"" x 17.5"", 12.75"" inside clamp point.","Plating Barrel Door Clamp B2040",,,taxable,,0,0,,0,0,4,,,,0,,,9,Barrels,,,"https://lanco-corp.com/wp-content/uploads/2021/03/B2040.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/B2040A.jpg",,,,,,,,,3964,,inventory,B2040,1,1,"New / Used",Used,1,1,weight,4,1,1,Type,"Barrel Clamp",1,1,"Inside Dimentions",NA,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,simple,B2043,,"Plating Barrel Door Clamp B2043",1,0,visible,Titanium/poly.,"Plating Barrel Door Clamp B2043",,,taxable,,0,0,,0,0,4,,,,0,,,9,Barrels,,,"https://lanco-corp.com/wp-content/uploads/2021/03/B2043.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/B2043A.jpg",,,,,,,,,3966,,inventory,B2043,1,1,"New / Used",Used,1,1,weight,4,1,1,Type,"Barrel Clamp",1,1,"Inside Dimentions",NA,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,simple,CL2046C,,"Used Clarifier - Kontek 1300 Series 40 GPM Cone Bottom Clarifier-Clarifiers",1,0,visible,"Can support a maximum continuous water flow of 40 GPM with built-in pre treat tanks and flock tank.","Used Clarifier - Kontek 1300 Series 40 GPM Cone Bottom Clarifier",,,taxable,,0,0,,0,0,18000,,,,0,,,13974,Clarifiers,,,"https://lanco-corp.com/wp-content/uploads/2021/03/CL2046C.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CL2046CA.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CL2046CB.jpg",,,,,,,,,4038,,inventory,CL2046C,1,1,Manufacturer,Kontek,1,1,model,"1300 Series",1,1,"New / Used",Used,1,1,weight,18000,1,1,width,120,1,1,height,134,1,1,GPM,40,1,1,length,128,1,1,slant-plate-cone-bot,"Cone Bottom",1,1,flock-tank-yes-no,Yes,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,simple,CP2005,,"Used Centrifugal Pump - Worthington 1 HP Pump 1.5&quot; Inlet 1.25&quot; CP2005",1,0,visible,"Amps: 3.0/1.5.  Location: E7C.","Used Centrifugal Pump - Worthington 1 HP Pump 1.5&quot; Inlet 1.25&quot; Outlet",,,taxable,,0,0,,0,0,141,,,,0,,,799,"Pumps - Centrifugal",,,https://lanco-corp.com/wp-content/uploads/2021/05/CP2005-3.jpg,,,,,,,,,4010,,inventory,CP2005,1,1,Manufacturer,Worthington,1,1,model,D512,1,1,hp,1,1,1,Volts,230/460,1,1,"New / Used",Used,1,1,weight,141,1,1,serial-nbr,797048,1,1,GPM,70,1,1,style,Horizontal,1,1,inlet-inches,1.50,1,1,outlet-inches,1.25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,simple,CP2006,,"Used Centrifugal Pump - Worthington 1 HP Pump 1.5&quot; Inlet 1.25&quot; Outlet-Pumps - Centrifugal",1,0,visible,"Amps: 3.4/1.7 * Imp Diameter: 3.7.  Location: E7C.","Used Centrifugal Pump - Worthington 1 HP Pump 1.5&quot; Inlet 1.25&quot; Outlet",,,taxable,,0,0,,0,0,141,,,,0,,,799,"Pumps - Centrifugal",,,https://lanco-corp.com/wp-content/uploads/2021/05/CP2006-1.jpg,,,,,,,,,4011,,inventory,CP2006,1,1,Manufacturer,Worthington,1,1,model,D512,1,1,hp,1,1,1,Volts,220/440,1,1,"New / Used",Used,1,1,weight,141,1,1,serial-nbr,Y7039001,1,1,GPM,70,1,1,style,Horizontal,1,1,inlet-inches,1.50,1,1,outlet-inches,1.25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,simple,CP2007,,"Used Centrifugal Pump - Worthington 1 HP Pump 1.5&quot; Inlet 1.25&quot; Outlet-Pumps - Centrifugal",1,0,visible,"Imp. Diameter: 3.7.  Location E7C.","Used Centrifugal Pump - Worthington 1 HP Pump 1.5&quot; Inlet 1.25&quot; Outlet",,,taxable,,0,0,,0,0,141,,,,0,,,799,"Pumps - Centrifugal",,,https://lanco-corp.com/wp-content/uploads/2021/05/CP2007-1.jpg,,,,,,,,,4012,,inventory,CP2007,1,1,Manufacturer,Worthington,1,1,model,D520,1,1,hp,1,1,1,Volts,220/440,1,1,"New / Used",Used,1,1,weight,141,1,1,serial-nbr,781003,1,1,GPM,70,1,1,style,Horizontal,1,1,inlet-inches,1.50,1,1,outlet-inches,1.25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,simple,CP2008,,"Used Centrifugal Pump - Worthington 1 HP Pump 1.5&quot; Inlet 1.25&quot; Outlet-Pumps - Centrifugal",1,0,visible,"Imp. Diameter: 3.7 * Amps: 3.0/1.5.  Location: E7C.","Used Centrifugal Pump - Worthington 1 HP Pump 1.5&quot; Inlet 1.25&quot; Outlet",,,taxable,,0,0,,0,0,141,,,,0,,,799,"Pumps - Centrifugal",,,https://lanco-corp.com/wp-content/uploads/2021/05/CP2008-3.jpg,,,,,,,,,4013,,inventory,CP2008,1,1,Manufacturer,Worthington,1,1,model,D512,1,1,hp,1,1,1,Volts,220/440,1,1,"New / Used",Used,1,1,weight,141,1,1,serial-nbr,793601,1,1,GPM,70,1,1,style,Horizontal,1,1,inlet-inches,1.50,1,1,outlet-inches,1.25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,simple,CP2024,,"New Centrifugal Pump - NEW Little Giant Outlet Centrifugal Pump-Pumps - Centrifugal",1,0,visible,"Mag Drive.  Tested.","New Centrifugal Pump - NEW Little Giant Outlet Centrifugal Pump",,,taxable,,0,0,,0,0,17,,,,0,,,399,"Pumps - Centrifugal",,,"https://lanco-corp.com/wp-content/uploads/2021/03/CP2024.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CP2024A.jpg",,,,,,,,,3454,,inventory,CP2024,1,1,Manufacturer,"Little Giant",1,1,model,TE-S-MD-HC,1,1,hp,13,1,1,Volts,110,1,1,rpm,3450,1,1,"New / Used",New,1,1,weight,17,1,1,serial-nbr,2P043,1,1,GPM,20,1,1,style,Horizontal,1,1,inlet-inches,1,1,1,outlet-inches,0.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,
736,simple,CP2080,,"Used Centrifugal Pump - 1.5&quot; Inlet/1.5&quot; Outlet Progressive Cavity Pump-Pumps - Centrifugal",1,0,visible,"Used to pump viscous fluids.  Rebuilt by Pro Pump Repair.  Overhaul Gould Pump Inc., SO#C11410.  Location: E10D.  Progressive Cavity Pump.","Used Centrifugal Pump - 1.5&quot; Inlet/1.5&quot; Outlet Progressive Cavity Pump",,,taxable,,0,0,,0,0,160,,,,0,,,749,"Pumps - Centrifugal",,,"https://lanco-corp.com/wp-content/uploads/2021/03/CP2080.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CP2080A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CP2080B.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CP2080C.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CP2080D.jpg",,,,,,,,,3977,,inventory,CP2080,1,1,hp,0,1,1,"New / Used",Used,1,1,rpm,0,1,1,weight,160,1,1,GPM,0,1,1,style,Horizontal,1,1,inlet-inches,1.50,1,1,outlet-inches,1.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,simple,CP2094,,"Worthington 3 HP 2"" Inlet 1.5"" Outlet Centrifugal Pump   CP2094",1,0,visible,"Stainless steel pump, 8"" diameter impeller. Location: E7B.","Worthington 3 HP 2"" Inlet 1.5"" Outlet Centrifugal Pump CP2094",,,taxable,,1,1,,0,0,304,,,,0,,,1949,"Pumps - Centrifugal",,,"https://lanco-corp.com/wp-content/uploads/2021/03/CP2094.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CP2094A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CP2094B.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CP2094C.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CP2094D.jpg",,,,,,,,,1818,,inventory,CP2094,1,1,Manufacturer,Worthington,1,1,model,2CNG74,1,1,hp,3,1,1,Volts,230/460,1,1,rpm,1750,1,1,"New / Used",Used,1,1,weight,304,1,1,"Stock Location",E7B,1,1,serial-nbr,Y869776,1,1,GPM,0,1,1,style,Horizontal,1,1,inlet-inches,2,1,1,outlet-inches,1.5,1,1,,,,,,,,,,,,,,,,,,,,
748,simple,CT1212,,"Used Cylindrical Tank - Round 12 Gallon Poly Tank-Tanks-Cylindrical",1,0,visible,"Good Condition, No Outlets","Used Cylindrical Tank - Round 12 Gallon Poly Tank",,,taxable,,0,0,,0,0,9999,,,,0,,,24,"Tanks - Cylindrical",,,https://lanco-corp.com/wp-content/uploads/2021/03/CT1212.jpg,,,,,,,,,4291,,inventory,CT1212,1,1,material,Poly,1,1,"New / Used",Used,1,1,weight,9999,1,1,diameter,13,1,1,depth,26,1,1,Gallons,12,1,1,design,F.B./C.T.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,simple,CT1340,,"Used Cylindrical Tank - 100 Gallon Plastic Resin Round Tank-Tanks-Cylindrical",1,0,visible,,"Used Cylindrical Tank - 100 Gallon Plastic Resin Round Tank",,,taxable,,0,0,,0,0,9999,,,,0,,,249,"Tanks - Cylindrical",,,"https://lanco-corp.com/wp-content/uploads/2021/03/CT1340.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CT1340A.jpg",,,,,,,,,4049,,inventory,CT1340,1,1,material,"Plastic Resin Tank",1,1,"New / Used",Used,1,1,weight,9999,1,1,diameter,39,1,1,depth,29,1,1,Gallons,100,1,1,design,"CB 1/2 open top",1,1,outlet,"1 in bottom of tank",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,simple,CT1434,,"Used Cylindrical Tank - 150 Gallon Poly Round Tank-Tanks-Cylindrical",1,0,visible,,"Used Cylindrical Tank - 150 Gallon Poly Round Tank",,,taxable,,0,0,,0,0,9999,,,,0,,,199,"Tanks - Cylindrical",,,https://lanco-corp.com/wp-content/uploads/2021/03/CT1434.jpg,,,,,,,,,4061,,inventory,CT1434,1,1,material,Poly,1,1,"New / Used",Used,1,1,weight,9999,1,1,diameter,48,1,1,depth,24,1,1,Gallons,150,1,1,design,DB,1,1,outlet,"3"" near top",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,simple,CT2013,,"Used Cylindrical Tank - 2100 Gallon Steel Round Tank-Tanks-Cylindrical",1,0,visible,"Dome Bottom * 6' Legs * Mixer Mount w/ 1/2 HP Variable Speed Chemineer Mixer * 6&quot; Flanged Opening on Side","Used Cylindrical Tank - 2100 Gallon Steel Round Tank",,,taxable,,0,0,,0,0,9999,,,,0,,,3874,"Tanks - Cylindrical",,,"https://lanco-corp.com/wp-content/uploads/2021/05/CT2013-1.jpg, https://lanco-corp.com/wp-content/uploads/2021/05/CT2013A-1.jpg, https://lanco-corp.com/wp-content/uploads/2021/05/CT2013B-1.jpg",,,,,,,,,4088,,inventory,CT2013,1,1,material,Steel,1,1,"New / Used",Used,1,1,weight,9999,1,1,diameter,70,1,1,depth,120,1,1,Gallons,2100,1,1,design,DB/OT,1,1,outlet,"2""",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,simple,CT2024,,"Used Cylindrical Tank - 600 Gallon Fiberglass Cylindrical Tank-Tanks-Cylindrical",1,0,visible,,"Used Cylindrical Tank - 600 Gallon Fiberglass Cylindrical Tank",,,taxable,,0,0,,0,0,325,,,,0,,,750,"Tanks - Cylindrical",,,https://lanco-corp.com/wp-content/uploads/2021/05/CT2024-1.jpg,,,,,,,,,4200,,inventory,CT2024,1,1,material,Fiberglass,1,1,"New / Used",Used,1,1,weight,325,1,1,diameter,48,1,1,depth,76,1,1,Gallons,600,1,1,design,"Open Top",1,1,outlet,"1""",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,simple,CT2035,,"Used Cylindrical Tank - 1175 Gallon Fiberglass Round Tank-Tanks-Cylindrical",1,0,visible,,"Used Cylindrical Tank - 1175 Gallon Fiberglass Round Tank",,,taxable,,0,0,,0,0,685,,,,0,,,1865,"Tanks - Cylindrical",,,"https://lanco-corp.com/wp-content/uploads/2021/03/CT2035.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CT2035A.jpg",,,,,,,,,4054,,inventory,CT2035,1,1,material,Fiberglass,1,1,"New / Used",Used,1,1,weight,685,1,1,diameter,60,1,1,depth,96,1,1,Gallons,1175,1,1,design,"Open Top/Flat Bottom",1,1,outlet,"6"" near top",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,simple,CT2042,,"Used Cylindrical Tank - 375 Gallon 1/8&quot; Poly Floculator Round Tank-Tanks-Cylindrical",1,0,visible,,"Used Cylindrical Tank - 375 Gallon 1/8&quot; Poly Floculator Round Tank",,,taxable,,0,0,,0,0,250,,,,0,,,374,"Tanks - Cylindrical",,,"https://lanco-corp.com/wp-content/uploads/2021/03/CT2042.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CT2042A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CT2042B.jpg",,,,,,,,,4162,,inventory,CT2042,1,1,material,Poly,1,1,"New / Used",Used,1,1,weight,250,1,1,diameter,48,1,1,depth,48,1,1,Gallons,375,1,1,design,"Open Top/Flat Bottom",1,1,outlet,"6"" on opposite sides",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,simple,CT2056,,"Used Cylindrical Tank - 350 Gallon Poly Round Tank-Tanks-Cylindrical",1,0,visible,,"Used Cylindrical Tank - 350 Gallon Poly Round Tank",,,taxable,,0,0,,0,0,172,,,,0,,,299,"Tanks - Cylindrical",,,https://lanco-corp.com/wp-content/uploads/2021/05/CT2056-1.jpg,,,,,,,,,4147,,inventory,CT2056,1,1,material,Poly,1,1,"New / Used",Used,1,1,weight,172,1,1,diameter,46,1,1,depth,48,1,1,Gallons,350,1,1,design,"Open Top/Flat Bottom",1,1,outlet,"3 1/2"" x 2 @ 23"" from bottom",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,simple,CT2057,,"Used Cylindrical Tank - 350 Gallon Poly Round Tank-Tanks-Cylindrical",1,0,visible,,"Used Cylindrical Tank - 350 Gallon Poly Round Tank",,,taxable,,0,0,,0,0,170,,,,0,,,299,"Tanks - Cylindrical",,,https://lanco-corp.com/wp-content/uploads/2021/05/CT2057-1.jpg,,,,,,,,,4148,,inventory,CT2057,1,1,material,Poly,1,1,"New / Used",Used,1,1,weight,170,1,1,diameter,46,1,1,depth,48,1,1,Gallons,350,1,1,design,"Open Top/Flat Bottom",1,1,outlet,"3 1/2"" @ 23"" from bottom",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,simple,CT2058,,"Used Cylindrical Tank - 350 Gallon Poly Round Tank-Tanks-Cylindrical",1,0,visible,,"Used Cylindrical Tank - 350 Gallon Poly Round Tank",,,taxable,,0,0,,0,0,175,,,,0,,,299,"Tanks - Cylindrical",,,https://lanco-corp.com/wp-content/uploads/2021/05/CT2058-1.jpg,,,,,,,,,4149,,inventory,CT2058,1,1,material,Poly,1,1,"New / Used",Used,1,1,weight,175,1,1,diameter,46,1,1,depth,48,1,1,Gallons,350,1,1,design,"Open Top/Flat Bottom",1,1,outlet,"3 1/2"" x 2 @ 23"" from bottom",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,simple,CT2064,,"Used Cylindrical Tank - 165 Gallon Poly Round Tank-Tanks-Cylindrical",1,0,visible,"1 1/4&quot; hole 30&quot; from bottom.","Used Cylindrical Tank - 165 Gallon Poly Round Tank",,,taxable,,0,0,,0,0,200,,,,0,,,324,"Tanks - Cylindrical",,,"https://lanco-corp.com/wp-content/uploads/2021/05/CT2064-3.jpg, https://lanco-corp.com/wp-content/uploads/2021/05/CT2064A-3.jpg, https://lanco-corp.com/wp-content/uploads/2021/05/CT2064B-3.jpg, https://lanco-corp.com/wp-content/uploads/2021/05/CT2064C-3.jpg, https://lanco-corp.com/wp-content/uploads/2021/05/CT2064D-3.jpg",,,,,,,,,4068,,inventory,CT2064,1,1,material,Poly,1,1,"New / Used",Used,1,1,weight,200,1,1,diameter,36,1,1,depth,38,1,1,Gallons,165,1,1,design,"Flat Bottom/Covered Top",1,1,outlet,No,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,simple,CT2067,,"Used Cylindrical Tank - 7 Gallon Poly Round Tank-Tanks-Cylindrical",1,0,visible,"3 3/4&quot; opening.","Used Cylindrical Tank - 7 Gallon Poly Round Tank",,,taxable,,0,0,,0,0,8,,,,0,,,34,"Tanks - Cylindrical",,,https://lanco-corp.com/wp-content/uploads/2021/05/CT2067-1.jpg,,,,,,,,,4205,,inventory,CT2067,1,1,material,Poly,1,1,"New / Used",Used,1,1,weight,8,1,1,diameter,13,1,1,depth,17,1,1,Gallons,7,1,1,design,"Flat Bottom\, Closed Top",1,1,outlet,"1""\, 1"" from bottom",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,simple,CT2076,,"Used Cylindrical Tank - 80 Gallon Poly Round Tank-Tanks-Cylindrical",1,0,visible,,"Used Cylindrical Tank - 80 Gallon Poly Round Tank",,,taxable,,0,0,,0,0,200,,,,0,,,249,"Tanks - Cylindrical",,,https://lanco-corp.com/wp-content/uploads/2021/05/CT2076-1.jpg,,,,,,,,,4286,,inventory,CT2076,1,1,material,Poly,1,1,"New / Used",Used,1,1,weight,200,1,1,diameter,26,1,1,depth,36,1,1,Gallons,80,1,1,design,"Flat Bottom\, Closed Top",1,1,outlet,"1""\, 1"" from bottom",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,simple,CT2079,,"Used Cylindrical Tank - 900 Gallon Stainless Round Tank-Tanks-Cylindrical",1,0,visible,,"Used Cylindrical Tank - 900 Gallon Stainless Round Tank",,,taxable,,0,0,,0,0,9999,,,,0,,,1949,"Tanks - Cylindrical",,,"https://lanco-corp.com/wp-content/uploads/2021/03/CT2079.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CT2079A.jpg",,,,,,,,,4289,,inventory,CT2079,1,1,material,"Stainless Steel",1,1,"New / Used",Used,1,1,weight,9999,1,1,diameter,51,1,1,depth,100,1,1,Gallons,900,1,1,design,"Dome Bottom",1,1,outlet,"2""",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,simple,CT2080,,"Used Cylindrical Tank - 250 Gallon Poly Round Tank-Tanks-Cylindrical",1,0,visible,,"Used Cylindrical Tank - 250 Gallon Poly Round Tank",,,taxable,,0,0,,0,0,550,,,,0,,,349,"Tanks - Cylindrical",,,https://lanco-corp.com/wp-content/uploads/2021/05/CT2080-3.jpg,,,,,,,,,4101,,inventory,CT2080,1,1,material,Poly,1,1,"New / Used",Used,1,1,weight,550,1,1,diameter,45,1,1,depth,47,1,1,Gallons,250,1,1,design,"Dome Bottom",1,1,outlet,"2""",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,simple,CT2081,,"Used Cylindrical Tank - 750 Gallon Poly Round Tank-Tanks-Cylindrical",1,0,visible,"3&quot; pipe @ 2', 3', and 4'.","Used Cylindrical Tank - 750 Gallon Poly Round Tank",,,taxable,,0,0,,0,0,490,,,,0,,,574,"Tanks - Cylindrical",,,"https://lanco-corp.com/wp-content/uploads/2021/05/CT2081-3.jpg, https://lanco-corp.com/wp-content/uploads/2021/05/CT2081A-3.jpg, https://lanco-corp.com/wp-content/uploads/2021/05/CT2081B-3.jpg, https://lanco-corp.com/wp-content/uploads/2021/05/CT2081C-3.jpg, https://lanco-corp.com/wp-content/uploads/2021/05/CT2081D-3.jpg",,,,,,,,,4282,,inventory,CT2081,1,1,material,Poly,1,1,"New / Used",Used,1,1,weight,490,1,1,diameter,50,1,1,depth,60,1,1,Gallons,750,1,1,design,"Dome Bottom",1,1,outlet,"2""",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,simple,CT2097,,"Used Cylindrical Tank - 3,042 Fiberglass Round Tank-Tanks-Cylindrical",1,0,visible,,"Used Cylindrical Tank - 3,042 Fiberglass Round Tank",,,taxable,,0,0,,0,0,1025,,,,0,,,2499,"Tanks - Cylindrical",,,"https://lanco-corp.com/wp-content/uploads/2021/05/CT2097-1.jpg, https://lanco-corp.com/wp-content/uploads/2021/05/CT2097A-1.jpg, https://lanco-corp.com/wp-content/uploads/2021/05/CT2097B-1.jpg",,,,,,,,,4129,,inventory,CT2097,1,1,material,Fiberglass,1,1,"New / Used",Used,1,1,weight,1025,1,1,diameter,70,1,1,depth,180,1,1,Gallons,3042,1,1,design,"Flat Bottom/Open Top",1,1,outlet,"1 - 1.5"" Near Bottom",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,simple,CT2104,,"Used Cylindrical Tank - 45 Gallon Ply Round Tank-Tanks-Cylindrical",1,0,visible,"Actual weight = 40 lbs., ship via freight.","Used Cylindrical Tank - 45 Gallon Ply Round Tank",,,taxable,,0,0,,0,0,9999,,,,0,,,24,"Tanks - Cylindrical",,,"https://lanco-corp.com/wp-content/uploads/2021/05/CT2104-1.jpg, https://lanco-corp.com/wp-content/uploads/2021/05/CT2104A-1.jpg",,,,,,,,,4167,,inventory,CT2104,1,1,material,Poly,1,1,"New / Used",Used,1,1,weight,9999,1,1,diameter,20,1,1,depth,36,1,1,Gallons,45,1,1,design,"Open Top/Flat Bottom",1,1,outlet,No,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
